"Species" "Area" "Mean" "StdDev" "Mode" "Perim" "Width" "Height" "Major" "Minor" "Angle" "Circ" "Feret" "IntDen" "Median" "Skew" "Kurt"
"1" "Baetisrhodani" 30813 108.062 35.348 91 3188.481 380 503 240.329 163.244 102.383 0.038 503.894 3329713 106 0.037 -1.072
"2" "Baetisrhodani" 30600 89.787 42.97 45 2779.385 506 317 317.257 122.806 154.586 0.05 530.094 2747497 83 0.203 -0.977
"3" "Baetisrhodani" 30551 121.612 25.214 126 2378.466 370 427 343.341 113.295 56.251 0.068 543.485 3715375 121 -0.255 0.067
"4" "Baetisrhodani" 29713 130.549 21.358 132 2904.73 294 547 328.457 115.18 100.817 0.044 547.878 3878995 132 -0.457 0.047
"5" "Baetisrhodani" 28546 109.422 33.507 77 2918.446 454 383 312.788 116.2 140.696 0.042 526.423 3123552 106 0.039 -0.82
"6" "Baetisrhodani" 21492 121.487 24.221 118 1929.464 231 359 279.692 97.838 88.394 0.073 359.173 2610996 120 -0.155 0.052
"7" "Baetisrhodani" 20924 98.978 39.156 101 2045.707 367 309 238.806 111.56 165.628 0.063 415.471 2071019 98 -0.222 -0.387
"8" "Baetisrhodani" 20503 113.149 30.139 88 1233.533 332 286 308.47 84.628 142.283 0.169 412.535 2319893 112 0.045 -0.847
"9" "Baetisrhodani" 20287 117.19 27.997 112 1752.209 215 339 277.444 93.101 71.66 0.083 368.318 2377430 114 -0.003 -0.579
"10" "Baetisrhodani" 20066 113.628 31.881 109 2012.626 347 348 240.741 106.126 52.135 0.062 403.541 2280066 113 -0.318 -0.199
"11" "Baetisrhodani" 19940 113.022 32.045 111 2028.151 395 298 234.268 108.373 4.75 0.061 408.976 2253653 113 -0.258 -0.401
"12" "Baetisrhodani" 19889 96.219 38.653 73 1783.44 342 197 263.242 96.198 20.234 0.079 350.782 1913695 89 0.186 -0.898
"13" "Baetisrhodani" 19621 98.308 40.69 50 1645.651 446 216 322.642 77.43 20.814 0.091 479.541 1928908 94 0.173 -1.263
"14" "Baetisrhodani" 19460 85.308 46.486 35 1578.344 425 286 322.96 76.719 30.162 0.098 478.299 1660101 78 0.234 -1.205
"15" "Baetisrhodani" 19344 115.237 31.362 117 1917.097 372 283 244.163 100.873 174.782 0.066 398.919 2229140 116 -0.332 -0.259
"16" "Baetisrhodani" 19050 100.38 39.11 63 1624.32 249 460 326.152 74.368 113.067 0.091 492.878 1912234 95 0.18 -1.25
"17" "Baetisrhodani" 18959 120.159 24.183 119 1795.031 151 470 313.781 76.931 95.391 0.074 472.149 2278099 120 -0.148 -0.026
"18" "Baetisrhodani" 18685 96.915 40.994 62 1572.93 225 244 170.568 139.478 44.21 0.095 296.522 1810853 92 0.158 -1.183
"19" "Baetisrhodani" 18472 104.869 38.839 73 1354.077 233 317 167.93 140.054 99.362 0.127 318.512 1937139 100 0.109 -1.291
"20" "Baetisrhodani" 18431 102.447 38.203 67 2039.028 414 250 243.899 96.216 150.854 0.056 425.441 1888200 100 -0.077 -0.81
"21" "Baetisrhodani" 18311 113.051 28.053 112 1900.712 141 464 297.707 78.313 85.414 0.064 479.517 2070068 112 0.011 -0.417
"22" "Baetisrhodani" 17962 103.648 34.456 85 1647.097 251 453 305.192 74.936 60.223 0.083 485.268 1861717 102 -0.006 -0.709
"23" "Baetisrhodani" 17931 117.223 29.403 113 1582.788 273 230 190.337 119.947 118.224 0.09 286.84 2101923 115 -0.125 -0.633
"24" "Baetisrhodani" 17641 115.45 31.01 103 2121.069 359 285 241.986 92.82 24.662 0.049 424.053 2036659 113 -0.071 -0.828
"25" "Baetisrhodani" 17537 116.679 26.51 112 1648.812 395 198 285.872 78.108 25.712 0.081 414.006 2046203 114 0.102 -0.622
"26" "Baetisrhodani" 17294 94.244 35.684 69 1317.627 201 367 301.022 73.149 81.31 0.125 372.247 1629854 88 0.414 -0.726
"27" "Baetisrhodani" 17052 102.55 38.591 71 1463.156 249 280 157.462 137.883 59.853 0.1 303.216 1748678 96 0.153 -1.184
"28" "Baetisrhodani" 16992 84.63 41.48 60 1450.629 265 314 262.593 82.389 49.213 0.101 378.502 1438040 76 0.419 -0.883
"29" "Baetisrhodani" 16901 112.996 27.164 95 1555.835 167 414 282.968 76.048 91.242 0.088 415.74 1909744 107 0.344 -0.368
"30" "Baetisrhodani" 16748 128.02 22.785 115 1972.209 233 395 233.787 91.212 92.9 0.054 408.976 2144081 128 -0.343 -0.004
"31" "Baetisrhodani" 16587 115.952 29.067 85 1471.658 196 282 182.583 115.669 70.787 0.096 282.399 1923301 114 0.084 -0.952
"32" "Baetisrhodani" 16464 91.638 34.524 80 1334.146 364 160 279.723 74.941 170.484 0.116 364.605 1508724 82 0.641 -0.55
"33" "Baetisrhodani" 16400 111.234 35.497 165 1543.291 158 296 223.636 93.371 95.181 0.087 298.429 1824245 111 -0.097 -1.052
"34" "Baetisrhodani" 16366 89.381 42.608 79 1555.481 269 328 229.634 90.744 137.361 0.085 393.732 1462809 80 0.149 -0.873
"35" "Baetisrhodani" 16342 104.939 35.242 77 1871.815 267 365 236.276 88.063 131.485 0.059 419.019 1714905 100 0.131 -0.941
"36" "Baetisrhodani" 16222 119.791 26.72 96 1480.854 273 226 184.428 111.992 144.306 0.093 277.959 1943252 118 0.137 -1.025
"37" "Baetisrhodani" 16215 108.55 33.975 83 1995.437 310 270 214.342 96.321 131.22 0.051 324.821 1760137 107 0.04 -0.926
"38" "Baetisrhodani" 16165 91.382 38.641 67 1551.426 418 161 268.404 76.683 3.995 0.084 418.306 1477186 81 0.388 -0.801
"39" "Baetisrhodani" 16073 105.63 34.056 106 1635.013 221 261 221.094 92.561 128.392 0.076 308.585 1697797 104 0.019 -0.895
"40" "Baetisrhodani" 16029 108.23 33.286 102 1499.759 249 222 158.361 128.875 131.404 0.09 255.002 1734824 107 -0.047 -0.763
"41" "Baetisrhodani" 15922 96.593 35.217 77 1477.668 216 397 240.838 84.175 70.386 0.092 402.782 1537961 89 0.389 -0.919
"42" "Baetisrhodani" 15920 114.25 30.644 96 1544.646 297 154 220.224 92.043 178.455 0.084 297.136 1818860 111 0.061 -1.02
"43" "Baetisrhodani" 15864 96.939 37.947 58 1558.036 399 203 238.223 84.789 166.84 0.082 400.126 1537841 89 0.298 -1.104
"44" "Baetisrhodani" 15749 103.627 34.429 84 1624.268 355 222 237.332 84.49 18.857 0.075 403.279 1632019 97 0.272 -1.087
"45" "Baetisrhodani" 15616 94.142 38.37 72 1556.067 257 202 216.455 91.857 30.278 0.081 292.062 1470125 87 0.229 -0.875
"46" "Baetisrhodani" 15454 123.457 23.595 123 1700.594 268 253 219.476 89.653 43.543 0.067 316.183 1907899 123 -0.137 -0.171
"47" "Baetisrhodani" 15425 113.403 31.146 96 1780.736 271 259 223.845 87.738 137.428 0.061 316.836 1749239 113 -0.27 -0.33
"48" "Baetisrhodani" 15393 95.28 34.916 75 1155.921 184 330 255.153 76.813 71.809 0.145 337.891 1466644 84 0.602 -0.803
"49" "Baetisrhodani" 15293 104.092 36.788 62 869.838 181 272 177.331 109.804 79.025 0.254 274.782 1591873 100 0.152 -1.247
"50" "Baetisrhodani" 15146 107.029 39.713 170 1669.984 221 403 214.394 89.949 106.971 0.068 405.848 1621065 107 -0.068 -1.208
"51" "Baetisrhodani" 15109 116.892 29.236 106 1977.263 253 253 187.443 102.63 64.076 0.049 312.046 1766123 115 -0.226 -0.162
"52" "Baetisrhodani" 15041 122.014 24.363 114 1685.908 308 177 227.148 84.31 167.57 0.066 322.064 1835209 119 0.016 -0.393
"53" "Baetisrhodani" 14806 103.17 32.371 93 1311.266 372 178 288.062 65.443 169.135 0.108 388.207 1527541 96 0.395 -0.674
"54" "Baetisrhodani" 14773 112.004 31.077 102 1456.462 329 182 233.726 80.477 179.963 0.088 338.587 1654634 108 -0.039 -0.589
"55" "Baetisrhodani" 14665 109.638 28.79 108 1376.746 293 300 288.431 64.737 136.539 0.097 396.89 1607840 107 0.297 -0.629
"56" "Baetisrhodani" 14664 103.411 32.465 93 1365.825 328 311 270.928 68.914 49.486 0.099 419.415 1516415 98 0.342 -0.842
"57" "Baetisrhodani" 14646 99.061 42.604 75 1506.83 328 171 228.178 81.725 10.768 0.081 345.284 1450845 97 -0.041 -1.11
"58" "Baetisrhodani" 14609 101.117 37.911 71 1563.256 267 228 214.838 86.58 36.495 0.075 316.787 1477215 100 -0.05 -0.785
"59" "Baetisrhodani" 14599 103.2 34.328 75 1248.011 167 395 293.665 63.297 106.994 0.118 405.8 1506618 99 0.266 -0.882
"60" "Baetisrhodani" 14592 117.03 31.428 101 1927.197 219 276 189.163 98.217 48.729 0.049 309.535 1707701 116 -0.36 -0.212
"61" "Baetisrhodani" 14558 124.44 24.294 125 1598.161 341 162 231.228 80.162 177.277 0.072 348.313 1811602 124 -0.336 0.088
"62" "Baetisrhodani" 14240 111.124 34.173 93 1613.849 357 257 273.086 66.393 147.803 0.069 396.548 1582399 110 -0.1 -0.82
"63" "Baetisrhodani" 14182 126.584 25.231 121 1811.288 307 208 189.724 95.176 4.187 0.054 309.726 1795221 126 -0.41 -0.079
"64" "Baetisrhodani" 14156 112.001 34.094 87 1771.523 235 378 209.941 85.853 122.246 0.057 410.079 1585486 111 -0.052 -1.046
"65" "Baetisrhodani" 14135 109.557 38.325 144 1317.977 301 182 229.954 78.265 16.704 0.102 343.456 1548583 110 -0.175 -1.016
"66" "Baetisrhodani" 14009 95.099 37.693 66 1236.746 300 196 236.407 75.45 27.873 0.115 353.51 1332248 90 0.212 -0.737
"67" "Baetisrhodani" 13948 119.938 25.896 118 1484.864 328 153 232.771 76.295 171.8 0.079 328.038 1672895 118 -0.046 -0.379
"68" "Baetisrhodani" 13907 94.064 42.164 68 1369.256 325 279 268.228 66.015 138.933 0.093 366.314 1308150 88 0.121 -1.018
"69" "Baetisrhodani" 13900 120.643 29.99 110 1803.246 287 208 187.045 94.619 159.85 0.054 289.375 1676942 120 -0.25 -0.638
"70" "Baetisrhodani" 13664 114.657 35.843 167 1472.386 329 174 226.09 76.95 12.898 0.079 365.126 1566668 117 -0.168 -1.14
"71" "Baetisrhodani" 13649 111.094 27.145 111 1258.278 139 370 295.03 58.904 75.436 0.108 394.549 1516321 109 0.376 -0.505
"72" "Baetisrhodani" 13591 106.33 30.123 87 976.933 115 368 267.466 64.698 96.236 0.179 371.941 1445132 101 0.322 -0.62
"73" "Baetisrhodani" 13534 107.559 35.358 72 1481.214 202 296 190.628 90.396 92.303 0.078 312.866 1455700 105 0.067 -1.069
"74" "Baetisrhodani" 13512 119.778 25.879 124 1363.7 260 348 273.895 62.812 127.674 0.091 389.082 1618438 118 -0.019 -0.457
"75" "Baetisrhodani" 13456 110.736 34.51 167 1303.668 340 190 252.409 67.877 16.423 0.099 352.575 1490057 107 0.081 -1.14
"76" "Baetisrhodani" 13272 108.284 30.173 81 1003.384 178 316 251.479 67.196 113.291 0.166 351.091 1437144 104 0.247 -0.705
"77" "Baetisrhodani" 13219 107.64 35.372 81 1467.391 303 214 189.963 88.601 31.634 0.077 308.315 1422887 106 0.028 -1.045
"78" "Baetisrhodani" 13206 117.398 30.78 87 1347.148 252 303 229.713 73.197 45.187 0.091 351.574 1550353 115 0.024 -1.163
"79" "Baetisrhodani" 13191 112.518 35.941 78 1738.393 285 206 184.272 91.144 34.047 0.055 313.696 1484220 110 -0.094 -0.959
"80" "Baetisrhodani" 13013 125.125 25.249 115 1276.153 306 150 237.385 69.796 13.769 0.1 326.896 1628249 122 -0.073 -0.638
"81" "Baetisrhodani" 12860 111.334 29.033 97 1229.342 286 231 242.252 67.59 29.697 0.107 332.832 1431752 105 0.313 -0.709
"82" "Baetisrhodani" 12734 126.004 24.639 118 1574.428 315 226 222.005 73.032 24.727 0.065 340.013 1604531 125 -0.263 -0.278
"83" "Baetisrhodani" 12549 119.838 26.759 108 1459.349 136 336 223.986 71.334 91.921 0.074 336.073 1503846 116 -0.072 -0.261
"84" "Baetisrhodani" 12491 103.972 38.841 79 1779.156 222 275 173.549 91.64 58.265 0.05 278.987 1298719 104 -0.151 -0.804
"85" "Baetisrhodani" 12442 106.818 36.628 103 1576.31 308 198 179.41 88.299 19.478 0.063 326.386 1329024 107 -0.151 -0.803
"86" "Baetisrhodani" 12195 119.301 30.191 124 1388.278 322 242 180.971 85.799 177.747 0.08 322.893 1454875 120 -0.18 -0.85
"87" "Baetisrhodani" 11991 106.818 28.279 86 804.632 263 168 235.298 64.885 20.875 0.233 288.174 1280857 101 0.458 -0.562
"88" "Baetisrhodani" 11989 107.075 31.441 92 1221.159 306 155 225.533 67.684 11.785 0.101 321.604 1283724 99 0.374 -0.871
"89" "Baetisrhodani" 11988 100.807 35.112 67 1043.668 199 164 182.695 83.547 152.141 0.138 233.034 1208471 98 0.117 -0.898
"90" "Baetisrhodani" 11904 113.921 34.412 113 1461.942 244 197 173.046 87.587 31.275 0.07 302.026 1356118 114 -0.266 -0.737
"91" "Baetisrhodani" 11730 122.249 27.373 116 1511.332 148 267 195.903 76.237 69.123 0.065 286.356 1433979 120 -0.194 -0.435
"92" "Baetisrhodani" 11639 122.271 23.067 109 1388.362 153 339 208.279 71.151 79.437 0.076 345.753 1423114 119 0.124 -0.245
"93" "Baetisrhodani" 11465 121.209 28.607 122 1229.031 201 251 173.299 84.234 117.268 0.095 278.959 1389656 122 -0.181 -0.797
"94" "Baetisrhodani" 11205 108.352 31.463 86 1022.472 167 164 161.429 88.377 121.193 0.135 210.889 1214088 102 0.319 -0.978
"95" "Baetisrhodani" 11158 84.185 39.216 57 930.524 327 114 277.418 51.211 168.523 0.162 333.398 939331 71 0.56 -0.487
"96" "Baetisrhodani" 11099 100.97 32.997 87 1166.756 147 223 174.771 80.858 74.922 0.102 229.613 1120663 95 0.27 -0.494
"97" "Baetisrhodani" 11027 112.15 34.254 88 1438.119 215 197 155.239 90.441 30.42 0.067 240.709 1236673 111 -0.094 -0.859
"98" "Baetisrhodani" 10867 102.707 32.459 85 1005.543 169 194 173.301 79.84 45.747 0.135 227.706 1116113 94 0.433 -0.722
"99" "Baetisrhodani" 10654 106.275 35.879 81 1422.947 179 233 158.138 85.78 110.321 0.066 236.516 1132253 104 -0.052 -0.795
"100" "Baetisrhodani" 10536 107.825 36.085 83 1388.32 184 225 151.76 88.395 53.543 0.069 235.936 1136039 105 -0.03 -0.898
"101" "Baetisrhodani" 10326 99.268 39.754 93 1263.207 283 197 191.233 68.751 149.751 0.081 295.041 1025038 96 -0.04 -0.753
"102" "Baetisrhodani" 10239 122.547 26.354 95 1331.44 232 279 206.324 63.186 50.314 0.073 343.052 1254759 121 0.12 -1.102
"103" "Baetisrhodani" 10214 106.834 29.98 99 932.767 324 99 259.116 50.189 7.198 0.148 329.521 1091198 101 0.438 -0.635
"104" "Baetisrhodani" 10073 108.987 35.764 80 1332.705 186 212 147.16 87.153 116.266 0.071 224.181 1097825 107 -0.055 -0.958
"105" "Baetisrhodani" 9789 123.44 25.54 113 1063.602 190 229 162.871 76.525 67.696 0.109 240.304 1208354 121 -0.052 -0.584
"106" "Baetisrhodani" 9717 122.402 25.579 110 1117.367 168 212 164.888 75.033 125.001 0.098 243.115 1189377 119 -0.024 -0.628
"107" "Baetisrhodani" 9659 112.573 33.977 86 1200.573 231 205 161.826 75.996 18.905 0.084 252.295 1087338 110 -0.07 -0.937
"108" "Baetisrhodani" 9400 109.395 31.665 89 974.975 233 162 163.661 73.129 0.152 0.124 233.857 1028314 103 0.22 -0.895
"109" "Baetisrhodani" 9352 123.163 24.577 116 1251.225 309 188 195.425 60.93 23.553 0.075 315.558 1151824 121 -0.115 -0.28
"110" "Baetisrhodani" 9269 113.865 31.859 96 1234.722 311 168 193.327 61.045 16.456 0.076 315.964 1055412 112 -0.107 -0.697
"111" "Baetisrhodani" 9251 116.041 29.983 104 1217.259 165 313 191.237 61.592 93.08 0.078 317.737 1073492 114 -0.103 -0.58
"112" "Baetisrhodani" 8121 120.233 28.254 111 1114.555 217 165 106.269 97.3 158.066 0.082 219.203 976409 117 -0.029 -0.794
"113" "Baetisrhodani" 7911 118.294 30.462 100 1121.904 171 215 104.549 96.343 66.041 0.079 225.854 935825 115 -0.121 -0.802
"114" "Baetisrhodani" 7756 124.124 25.971 118 1084.479 197 162 101.966 96.848 164.143 0.083 206.828 962708 121 -0.051 -0.733
"115" "Baetisrhodani" 2091 138.437 18.758 132 400.96 133 62 105.766 25.172 153.168 0.163 140.089 289472 138 -0.18 -0.854
"116" "Baetisrhodani" 1341 117.433 26.056 102 231.522 73 67 84.716 20.155 144.653 0.314 99.086 157477 113 0.329 -0.861
"117" "Diurananseni" 239404 93.967 57.496 169 8693.456 1302 694 799.339 381.338 173.522 0.04 1394.771 22495957 77 0.065 -1.552
"118" "Diurananseni" 202240 82.751 52.35 32 9029.47 1273 747 840.078 306.519 176.017 0.031 1281.426 16735570 66 0.407 -1.322
"119" "Diurananseni" 198261 83.639 44.98 167 8199.552 660 1296 951.802 265.217 101.806 0.037 1300.576 16582271 70 0.604 -0.737
"120" "Diurananseni" 192129 69.137 58.726 0 9069.776 1233 678 731.466 334.433 170.302 0.029 1328.279 13283255 47 0.617 -1.136
"121" "Diurananseni" 182122 76.775 50.623 0 7802.163 1091 1019 792.501 292.599 157.309 0.038 1320.623 13982496 61 0.604 -0.934
"122" "Diurananseni" 177042 93.032 31.386 78 8363.896 1181 692 825.925 272.926 172.672 0.032 1181.857 16470519 90 0.425 -0.313
"123" "Diurananseni" 176262 87.109 34.634 69 6965.281 1200 693 836.199 268.386 10.764 0.046 1221.011 15353920 82 0.551 -0.305
"124" "Diurananseni" 174907 83.844 51.691 160 5895.914 1137 1072 844.354 263.75 46.139 0.063 1348.447 14664851 66 0.427 -1.331
"125" "Diurananseni" 174518 88.098 32.171 76 7089.492 1146 766 865.133 256.843 150.78 0.044 1205.348 15374726 84 0.586 -0.13
"126" "Diurananseni" 172715 65.8 47.036 17 8438.922 1136 1173 738.261 297.872 128.205 0.03 1424.017 11364633 49 0.819 -0.624
"127" "Diurananseni" 171963 53.316 45.69 27 7490.502 1238 588 794.747 275.497 12.619 0.039 1243.146 9168318 37 1.175 0.27
"128" "Diurananseni" 171155 96.455 34.948 107 7986.405 1128 1017 717.091 303.896 129.934 0.034 1445.682 16508823 96 0.129 -0.694
"129" "Diurananseni" 170765 87.827 31.031 82 7385.656 922 1059 843.17 257.866 39.382 0.039 1188.89 14997744 84 0.619 0.036
"130" "Diurananseni" 168568 71.924 39.597 36 7766.176 883 1129 758.643 282.91 113.937 0.035 1281.999 12124030 56 0.981 -0.234
"131" "Diurananseni" 167651 65.789 44.818 26 7458.879 1348 632 802.086 266.131 172.09 0.038 1348.27 11029518 47 0.899 -0.48
"132" "Diurananseni" 167048 69.448 44.884 28 7853.693 951 856 609.171 349.15 64.776 0.034 1156.192 11601167 53 0.875 -0.531
"133" "Diurananseni" 166320 92.394 33.236 85 7806.464 1134 733 693.99 305.142 6.128 0.034 1241.581 15366896 89 0.409 -0.385
"134" "Diurananseni" 166275 80.644 32.488 64 6797.115 886 961 767.403 275.876 47.444 0.045 1158.117 13409054 72 1.061 0.424
"135" "Diurananseni" 165859 82.001 36.305 74 7285.916 562 1339 812.35 259.96 89.248 0.039 1340.716 13600569 76 0.674 -0.242
"136" "Diurananseni" 165526 86.222 33.965 76 10501.073 1183 866 764.801 275.567 14.33 0.019 1184.953 14271954 77 0.95 0.045
"137" "Diurananseni" 165394 68.283 38.397 35 6927.936 789 981 739.639 284.715 126.896 0.043 1110.172 11293601 56 1.138 0.278
"138" "Diurananseni" 165195 77.502 32.006 67 7526.276 1199 720 770.79 272.879 151.03 0.037 1266.195 12802921 69 1.316 1.065
"139" "Diurananseni" 164203 75.425 36.916 62 7797.285 558 1349 799.529 261.491 90.217 0.034 1349.196 12385044 67 0.882 0.053
"140" "Diurananseni" 164152 69.571 43.522 55 7274.931 928 1072 624.181 334.847 62.95 0.039 1130.059 11420261 61 0.65 -0.287
"141" "Diurananseni" 163303 71.358 33.444 62 7402.422 1133 769 796.694 260.983 25.631 0.037 1267.025 11653002 63 1.271 1.078
"142" "Diurananseni" 162111 82.509 44.72 36 8650.61 1311 710 667.427 309.256 158.992 0.027 1457.126 13375654 75 0.472 -1.041
"143" "Diurananseni" 161636 82.294 46.078 161 6192.581 1036 770 644.466 319.336 45.275 0.053 1138.642 13301674 71 0.441 -0.97
"144" "Diurananseni" 161586 83.316 33.999 72 6071.242 1074 1170 837.897 245.54 113.305 0.055 1418.734 13462725 78 0.679 0.105
"145" "Diurananseni" 160588 69.586 43.581 27 8273.771 773 1211 704.198 290.354 106.789 0.029 1277.423 11174753 56 0.863 -0.409
"146" "Diurananseni" 158942 80.43 40.808 41 8443.224 1178 876 780.048 259.434 22.867 0.028 1284.967 12783668 72 0.631 -0.71
"147" "Diurananseni" 156857 66.256 47.825 0 6148.975 939 647 708.778 281.776 165.873 0.052 1105.986 10392658 53 0.651 -0.718
"148" "Diurananseni" 156806 86.444 31.57 79 8767.116 1155 791 746.082 267.6 158.047 0.026 1155.658 13554915 79 0.915 0.294
"149" "Diurananseni" 154573 87.217 30.316 76 7726.221 866 1180 754.74 260.763 111.951 0.033 1200.333 13481412 79 1.075 0.498
"150" "Diurananseni" 153886 89.12 36.133 66 5578.954 1180 509 824.179 237.732 169.592 0.062 1184.062 13714287 85 0.444 -0.741
"151" "Diurananseni" 153857 105.19 29.724 105 8301.383 1169 884 777.961 251.808 155.375 0.028 1268.203 16184289 103 0.194 -0.525
"152" "Diurananseni" 153451 66.58 41.86 32 5752.5 582 1223 792.768 246.453 99.91 0.058 1234.911 10216783 52 0.987 -0.175
"153" "Diurananseni" 153112 101.447 29.259 93 8324.738 790 1190 776.54 251.047 72.111 0.028 1270.49 15532706 98 0.301 -0.368
"154" "Diurananseni" 152868 74.124 39.505 38 6587.541 804 1429 850.263 228.914 71.08 0.044 1431.408 11331147 59 0.998 -0.236
"155" "Diurananseni" 152234 85.161 52.271 0 5832.071 941 1022 764.86 253.42 123.065 0.056 1157.145 12964467 70 0.21 -1.353
"156" "Diurananseni" 151930 78.16 34.201 65 7615.798 1195 649 696.199 277.856 15.032 0.033 1204.738 11874803 70 1.035 0.431
"157" "Diurananseni" 151523 84.423 34.399 58 5280.753 929 776 728.784 264.722 127.825 0.068 1053.319 12791992 79 0.671 -0.212
"158" "Diurananseni" 151007 66.381 43.437 24 5927.003 666 1397 620.797 309.712 118.664 0.054 1438.016 10024017 54 0.815 -0.376
"159" "Diurananseni" 150620 75.969 38.776 69 7706.398 1280 655 739.968 259.167 157.711 0.032 1351.258 11442477 68 0.726 -0.283
"160" "Diurananseni" 150581 72.57 35.955 57 4960.991 680 846 639.4 299.852 90.177 0.077 1040.236 10927731 64 1.046 0.355
"161" "Diurananseni" 150481 70.809 41.001 58 6320.054 748 1441 844.92 226.765 107.808 0.047 1441.078 10655415 61 0.822 -0.094
"162" "Diurananseni" 150084 72.38 36.34 69 7307.24 734 1326 683.841 279.441 103.147 0.035 1328.008 10863027 65 0.968 0.437
"163" "Diurananseni" 150015 107.026 28.993 99 8187.93 971 1151 779.884 244.915 126.443 0.028 1271.803 16055572 105 0.171 -0.524
"164" "Diurananseni" 149366 72.338 38.478 57 5869.907 650 1204 720.566 263.93 85.79 0.054 1204.05 10804903 66 0.649 -0.177
"165" "Diurananseni" 149088 78.455 38.73 64 6332.532 1357 619 828.942 228.997 172.952 0.047 1441.802 11696655 70 0.736 -0.242
"166" "Diurananseni" 148811 107.224 29.184 99 8270.194 728 1179 779.463 243.08 77.425 0.027 1267.617 15956158 105 0.098 -0.543
"167" "Diurananseni" 148778 80.667 36.211 69 6527.711 1386 538 835.822 226.639 175.762 0.044 1443.028 12001482 73 0.805 -0.087
"168" "Diurananseni" 148730 55.88 43.969 19 4991.006 771 909 728.607 259.905 68.117 0.075 1176.31 8311003 43 1.019 0.07
"169" "Diurananseni" 147915 88.466 33.317 60 6229.27 1137 1066 719.6 261.717 135.667 0.048 1299.483 13085438 83 0.6 -0.341
"170" "Diurananseni" 147871 84.523 38.685 46 5062.222 1119 694 614.92 306.178 5.096 0.073 1119.076 12498481 74 0.657 -0.746
"171" "Diurananseni" 147708 89.695 31.933 54 6280.698 536 1297 724.02 259.755 75.482 0.047 1344.275 13248688 85 0.671 -0.24
"172" "Diurananseni" 147200 61.124 41.345 22 5103.096 683 1120 648.347 289.075 98.696 0.071 1235.249 8997524 51 1.024 0.204
"173" "Diurananseni" 146317 67.415 40.838 26 7063.212 1084 996 723.08 257.643 136.308 0.037 1225.015 9863909 55 0.988 -0.04
"174" "Diurananseni" 146213 52.265 45.495 20 5851.326 866 937 770.523 241.608 51.103 0.054 1155.414 7641810 32 1.212 0.243
"175" "Diurananseni" 145968 68.338 39.279 38 6705.576 899 1171 783.917 237.081 121.093 0.041 1290.351 9975154 52 1.198 0.226
"176" "Diurananseni" 145679 70.796 36.453 37 5786.542 544 1084 745.641 248.758 82.732 0.055 1176.784 10313426 60 1.028 0.179
"177" "Diurananseni" 144334 82.436 36.748 69 5728.462 530 1200 803.244 228.787 85.667 0.055 1200.042 11898266 78 0.513 -0.448
"178" "Diurananseni" 144099 83.692 34.947 57 5165.515 1000 935 802.409 228.652 32.664 0.068 1197.845 12059953 79 0.545 -0.418
"179" "Diurananseni" 143146 61.725 44.39 21 5126.509 1136 505 701.536 259.8 170.939 0.068 1143.077 8835732 49 0.915 -0.249
"180" "Diurananseni" 142748 85.999 32.089 68 6525.578 501 1062 759.214 239.395 102.025 0.042 1135.752 12276134 78 0.877 0.11
"181" "Diurananseni" 142596 60.125 42.446 33 5371.457 456 1152 723.405 250.978 98.595 0.062 1176.531 8573603 47 1.009 0.135
"182" "Diurananseni" 142224 79.993 32.963 61 6089.838 499 1081 762.969 237.343 95.749 0.048 1119.223 11376888 71 1.016 0.408
"183" "Diurananseni" 142215 63.162 38.457 28 5870.029 781 1146 791.683 228.72 121.996 0.052 1203.771 8982514 52 1.111 0.409
"184" "Diurananseni" 141056 64.207 39.251 36 5804.314 931 836 756.151 237.516 143.106 0.053 1154.971 9056821 48 1.241 0.434
"185" "Diurananseni" 141011 62.533 38.202 25 5487.797 480 981 684.337 262.357 93.158 0.059 1030.028 8817771 50 1.293 0.757
"186" "Diurananseni" 139697 63.071 37.478 37 5544.268 878 741 716.353 248.296 26.866 0.057 1041.085 8810887 49 1.4 0.93
"187" "Diurananseni" 136212 71.927 43.676 44 6457.049 898 1043 557.691 310.979 120.698 0.041 1119.961 9797351 58 0.781 -0.557
"188" "Diurananseni" 135524 56.129 38.751 20 5659.044 673 1037 724.834 238.061 66.752 0.053 1047.367 7606801 43 1.424 1.149
"189" "Diurananseni" 134599 74.637 38.842 42 6088.174 975 874 614.669 278.811 24.637 0.046 1114.168 10046115 63 0.96 -0.128
"190" "Diurananseni" 134077 76.608 41.769 37 6646.637 1077 583 594.124 287.334 168.22 0.038 1094.869 10271410 63 0.765 -0.615
"191" "Diurananseni" 133334 76.189 30.566 78 5607.29 888 843 718.409 236.308 48.528 0.053 1041.459 10158636 72 1.231 1.283
"192" "Diurananseni" 132253 64.199 39.524 36 4463.705 848 722 686.196 245.396 155.146 0.083 1054.346 8490499 49 1.148 0.313
"193" "Diurananseni" 129305 73.344 36.751 37 3348.304 779 627 580.404 283.658 110.565 0.145 892.556 9483712 61 1.105 0.19
"194" "Diurananseni" 128548 70.898 47.44 27 6464.22 962 724 583.178 280.656 143.142 0.039 1157.085 9113762 53 0.772 -0.816
"195" "Diurananseni" 128189 75.908 35.532 59 5929.672 574 1124 741.025 220.256 66.764 0.046 1199.557 9730630 67 1.026 0.278
"196" "Diurananseni" 128058 69.863 40.498 37 4523.151 905 710 605.276 269.379 27.338 0.079 931.593 8946504 52 1.006 -0.258
