"Species" "Area" "Mean" "StdDev" "Mode" "Perim" "Width" "Height" "Major" "Minor" "Angle" "Circ" "Feret" "IntDen" "Median" "Skew" "Kurt"
"391" "Heptageniasulphurea" 35580 59.457 40.083 28 1547.055 363 281 392.801 115.33 146.62 0.187 421.033 2115481 45 1.231 0.521
"392" "Heptageniasulphurea" 35511 80.245 29.816 83 1382.965 343 198 319.622 141.461 4.812 0.233 365.088 2849576 78 0.996 0.793
"393" "Heptageniasulphurea" 35235 99.023 23.067 92 1299.266 188 402 409.53 109.547 106.26 0.262 413.321 3489067 97 0.727 1.172
"394" "Heptageniasulphurea" 35025 52.517 40.625 28 1544.126 420 259 392.352 113.661 28.022 0.185 446.754 1839396 40 1.206 0.715
"395" "Heptageniasulphurea" 32936 76.678 37.688 40 2283.878 823 331 324.995 129.034 169.519 0.079 829.798 2525462 63 0.946 -0.255
"396" "Heptageniasulphurea" 32935 80.837 32.331 50 1399.776 206 418 349.461 119.997 78.145 0.211 419.301 2662371 70 1.14 0.456
"397" "Heptageniasulphurea" 32083 79.282 34.41 61 1537.616 397 158 387.195 105.501 5.975 0.171 398.369 2543612 69 1.024 0.261
"398" "Heptageniasulphurea" 32047 71.894 33.448 56 1374.663 384 187 351.463 116.096 15.632 0.213 399.172 2303986 58 1.502 1.181
"399" "Heptageniasulphurea" 32011 94.621 23.719 80 1468.906 219 384 386.866 105.354 108.181 0.186 409.683 3028928 89 1.375 1.67
"400" "Heptageniasulphurea" 31947 64.434 37.06 40 1401.935 398 206 345.048 117.886 12.807 0.204 400.21 2058461 47 1.359 0.74
"401" "Heptageniasulphurea" 31629 78.406 33.23 59 1438.504 312 331 381.724 105.498 49.942 0.192 411.196 2479900 68 1.138 0.546
"402" "Heptageniasulphurea" 31519 78.09 34.215 59 1498.261 353 287 380.741 105.403 149.322 0.176 420.973 2461329 67 1.079 0.4
"403" "Heptageniasulphurea" 31424 59.995 38.512 34 1467.935 155 396 342.85 116.699 86.326 0.183 402.628 1885281 43 1.318 0.688
"404" "Heptageniasulphurea" 31294 76.977 31.17 60 1427.148 174 395 345.342 115.378 100.939 0.193 405.094 2408919 65 1.46 1.174
"405" "Heptageniasulphurea" 31266 80.963 35.077 28 1421.349 271 250 220.515 180.528 112.461 0.194 325.854 2531400 77 0.605 -0.133
"406" "Heptageniasulphurea" 31237 85.127 31.901 65 1553.499 396 253 315.404 126.099 154.474 0.163 403.065 2659099 75 1.068 0.205
"407" "Heptageniasulphurea" 30098 78.822 33.613 61 1406.237 395 193 389.869 98.294 18.997 0.191 409.068 2372381 68 1.068 0.325
"408" "Heptageniasulphurea" 29859 46.569 39.849 22 1057.526 330 216 350.412 108.494 28.696 0.336 357.528 1390494 30 1.61 1.61
"409" "Heptageniasulphurea" 29029 55.399 38.075 27 1277.433 340 263 358.242 103.173 147.19 0.224 387.783 1608170 39 1.482 1.214
"410" "Heptageniasulphurea" 28136 75.677 34.084 62 1328.781 231 384 371.545 96.419 60.815 0.2 410.707 2129259 66 1.079 0.497
"411" "Heptageniasulphurea" 27202 72.276 34.095 47 1225.384 231 399 345.182 100.337 61.162 0.228 411.618 1966049 58 1.343 0.807
"412" "Heptageniasulphurea" 25421 68.781 36.345 44 1340.639 166 371 342.101 94.612 74.198 0.178 380.789 1748487 51 1.328 0.631
"413" "Heptageniasulphurea" 25075 56.962 42.967 30 1370.036 385 148 344.161 92.766 2.155 0.168 385.686 1428326 36 1.226 0.288
"414" "Heptageniasulphurea" 22290 103.951 28.45 92 1727.239 263 339 240.088 118.209 121.025 0.094 389.412 2317074 98 0.534 -0.171
"415" "Heptageniasulphurea" 22110 110.327 25.912 101 1654.06 170 381 235.255 119.663 87.577 0.102 385.24 2439324 107 0.398 -0.115
"416" "Heptageniasulphurea" 21595 63.624 48.304 0 1568.878 336 292 237.642 115.702 40.57 0.11 392.046 1373968 47 0.716 -0.69
"417" "Heptageniasulphurea" 19876 107.168 27.359 115 1435.207 156 376 238.042 106.313 93.943 0.121 393.783 2130066 105 0.483 -0.408
"418" "Hydropsychepellucidulla" 368784 40.928 26.678 9 8075.099 1175 740 911.325 515.239 179.691 0.071 1179.08 15093425 37 0.972 0.542
"419" "Hydropsychepellucidulla" 321247 34.43 25.391 22 5813.904 773 1012 884.468 462.453 74.693 0.119 1025.82 11060508 27 1.695 2.288
"420" "Hydropsychepellucidulla" 320074 28.526 26.989 7 5702.549 1016 789 898.259 453.689 14.829 0.124 1028.821 9130387 19 1.821 2.557
"421" "Hydropsychepellucidulla" 317956 28.383 27.035 7 5719.242 970 837 885.773 457.04 27.813 0.122 1026.527 9024604 19 1.83 2.603
"422" "Hydropsychepellucidulla" 313954 28.861 26.21 8 6230.539 813 939 871.777 458.533 125.542 0.102 1022.662 9061169 20 1.853 2.787
"423" "Hydropsychepellucidulla" 312385 28.157 26.352 7 5823.88 782 896 875.22 454.447 58.663 0.116 1008.833 8795708 19 1.89 2.877
"424" "Hydropsychepellucidulla" 301760 27.881 25.609 7 5797.672 692 938 856.189 448.747 116.776 0.113 984.749 8413334 19 1.913 3.133
"425" "Hydropsychepellucidulla" 299922 47.95 26.26 52 5625.388 1057 779 937.75 407.222 155.822 0.119 1122.979 14381278 46 0.73 0.174
"426" "Hydropsychepellucidulla" 299681 46.969 25.974 48 6417.6 892 1065 893.711 426.945 70.908 0.091 1078.055 14075710 46 0.725 0.326
"427" "Hydropsychepellucidulla" 298561 47.921 25.305 48 5919.184 1004 996 920.464 412.987 51.722 0.107 1112.684 14307477 47 0.66 0.34
"428" "Hydropsychepellucidulla" 297440 46.299 25.724 49 6028.255 1010 975 937.614 403.911 36.26 0.103 1129.973 13771253 44 0.77 0.386
"429" "Hydropsychepellucidulla" 297336 47.912 25.317 51 6013.267 938 1077 906.98 417.407 69.408 0.103 1101.285 14245854 47 0.682 0.342
"430" "Hydropsychepellucidulla" 296154 47.121 25.938 53 5971.97 1129 773 942.438 400.106 8.706 0.104 1130.927 13955140 46 0.705 0.276
"431" "Hydropsychepellucidulla" 278202 53.998 25.574 68 6476.161 941 914 859.662 412.043 31.601 0.083 1042.975 15022421 55 0.2 -0.406
"432" "Hydropsychepellucidulla" 274775 55.58 25.176 68 6051.838 687 963 823.522 424.827 70.963 0.094 982.756 15272086 57 0.193 -0.469
"433" "Hydropsychepellucidulla" 272070 53.943 26.355 61 5128.251 778 966 741.689 467.056 44.682 0.13 969.821 14676141 54 0.26 -0.627
"434" "Hydropsychepellucidulla" 271831 54.638 26.247 61 5063.155 940 739 811.156 426.682 8.373 0.133 956.76 14852190 55 0.23 -0.512
"435" "Hydropsychepellucidulla" 270309 54.887 24.953 64 6001.107 781 979 851.852 404.023 104.171 0.094 991.326 14836570 57 0.092 -0.348
"436" "Hydropsychepellucidulla" 268151 52.271 24.785 62 5013.758 877 830 782.772 436.168 55.176 0.134 906.998 14016524 54 0.288 -0.319
"437" "Hydropsychepellucidulla" 264105 43.709 25.039 42 6149.534 1019 722 842.757 399.011 171.484 0.088 1033.643 11543827 41 0.862 0.697
"438" "Hydropsychepellucidulla" 257592 44.498 24.04 48 5052.746 920 911 872.85 375.753 45.166 0.127 1043.928 11462359 43 0.929 1.06
"439" "Hydropsychepellucidulla" 255127 41.866 23.722 42 5191.883 1013 791 875.759 370.922 20.29 0.119 1036.935 10681117 40 0.937 1.159
"440" "Hydropsychepellucidulla" 251216 45.287 24.303 42 4699.584 1011 770 871.752 366.914 161.349 0.143 1029.708 11376699 44 0.729 0.693
"441" "Hydropsychepellucidulla" 250991 45.777 23.357 49 5318.24 789 885 748.045 427.209 115.721 0.112 905.318 11489555 44 0.726 0.552
"442" "Hydropsychepellucidulla" 248725 46.685 23.431 48 4647.994 767 1007 877.35 360.958 118.724 0.145 1047.147 11611695 46 0.657 0.633
"443" "Hydropsychepellucidulla" 241077 45.535 25.469 41 7084.568 1078 873 848.41 361.793 39.833 0.06 1134.759 10977331 42 0.942 0.67
"444" "Hydropsychepellucidulla" 236961 41.346 26.039 28 6745.163 1049 708 860.935 350.442 159.019 0.065 1051.678 9797285 36 1.104 0.783
"445" "Hydropsychepellucidulla" 235220 41.867 26.088 33 6466.168 953 863 861.373 347.691 137.663 0.071 1043.895 9847879 37 0.981 0.572
"446" "Hydropsychepellucidulla" 228909 40.984 26.022 9 5849.176 566 1035 861.335 338.377 89.57 0.084 1041.607 9381597 37 1.047 0.731
"447" "Hydropsychepellucidulla" 228717 45.867 26.202 46 5933.1 648 1003 842.945 345.469 107.731 0.082 1017.073 10490641 43 0.809 0.314
"448" "Hydropsychepellucidulla" 228488 47.398 24.878 53 6010.365 574 776 658.039 442.102 93.577 0.079 777.476 10829766 46 0.734 0.448
"449" "Hydropsychepellucidulla" 227095 45.875 25.569 39 5720.365 658 676 637.836 453.324 57.606 0.087 749.242 10417991 42 0.953 0.613
"450" "Hydropsychepellucidulla" 226635 37.496 24.095 26 4864.111 806 718 819.138 352.274 34.964 0.12 935.24 8497882 32 1.454 1.98
"451" "Hydropsychepellucidulla" 224211 36.113 23.857 9 5049.207 727 801 828.122 344.725 47.004 0.111 938.444 8096891 31 1.466 2.147
"452" "Hydropsychepellucidulla" 223730 35.807 24.202 25 4988.829 911 659 818.792 347.905 162.114 0.113 930.484 8010999 30 1.51 2.198
"453" "Hydropsychepellucidulla" 223176 45.135 24.388 49 4776.604 650 817 711.79 399.214 81.871 0.123 831.067 10073030 43 0.927 0.848
"454" "Hydropsychepellucidulla" 222941 45.506 23.95 47 4536.447 672 744 709.68 399.979 123.779 0.136 814.088 10145192 44 0.95 0.967
"455" "Hydropsychepellucidulla" 222039 46.072 25.199 38 5733.686 767 588 674.333 419.242 31.128 0.085 798.164 10229883 42 0.996 0.736
"456" "Hydropsychepellucidulla" 221227 45.777 24.529 39 4027.487 712 648 662.444 425.206 148.98 0.171 774.49 10127096 43 0.929 0.755
"457" "Hydropsychepellucidulla" 220299 38.353 24.465 28 5412.895 745 755 818.469 342.705 137.645 0.094 915.381 8449219 33 1.343 1.681
"458" "Hydropsychepellucidulla" 219741 38.104 24.369 34 5273.055 856 606 823.437 339.774 157.57 0.099 923.663 8373077 33 1.334 1.737
"459" "Hydropsychepellucidulla" 218563 44.554 24.505 48 4186.842 727 642 691.994 402.146 34.145 0.157 804.046 9737935 42 1.012 0.995
"460" "Hydropsychepellucidulla" 218535 39.327 24.111 31 4304.399 608 818 793.945 350.462 66.321 0.148 880.326 8594345 35 1.164 1.343
"461" "Hydropsychepellucidulla" 216635 47.411 24.406 46 3117.074 697 623 649.054 424.97 149.019 0.28 749.637 10270877 44 0.968 0.735
"462" "Hydropsychepellucidulla" 211607 44.197 24.412 44 3978.617 662 607 638.723 421.82 144.104 0.168 714.813 9352303 43 0.92 0.824
"463" "Hydropsychepellucidulla" 196148 38.719 24.239 36 4037.352 758 586 654.152 381.782 164.386 0.151 760.293 7594561 34 1.384 1.795
"464" "Hydropsychepellucidulla" 195466 43.167 24.265 41 3710.953 727 604 665.433 374.005 140.093 0.178 762.655 8437610 39 1.181 1.165
"465" "Hydropsychepellucidulla" 194485 41.567 23.632 36 3733.916 624 678 655.339 377.859 40.492 0.175 758.716 8084147 36 1.378 1.681
"466" "Hydropsychepellucidulla" 193384 39.253 24.333 37 3958.499 558 758 654.834 376.01 61.951 0.155 764.111 7590858 35 1.333 1.69
"467" "Hydropsychepellucidulla" 185759 39.82 24.487 39 3893.806 523 729 643.74 367.409 91.667 0.154 747.086 7396996 36 1.16 1.346
"468" "Hydropsychepellucidulla" 184432 31.8 25.249 8 3894.492 650 765 591.356 397.098 127.582 0.153 767.349 5864962 25 1.594 2.215
"469" "Hydropsychepellucidulla" 182486 32.414 24.735 8 3597.154 671 698 597.586 388.811 63.842 0.177 706.027 5915076 26 1.567 2.226
"470" "Hydropsychepellucidulla" 174681 32.433 24.925 8 3901.705 659 687 585.757 379.698 74.09 0.144 752.193 5665420 26 1.611 2.304
"471" "Hydropsychepellucidulla" 172328 40.074 26.312 23 4121.192 942 471 853.147 257.183 170.124 0.128 981.298 6905892 32 1.3 1.053
"472" "Hydropsychepellucidulla" 171406 32.364 24.235 8 3765.722 691 697 585.744 372.587 165.507 0.152 759.36 5547422 27 1.62 2.557
"473" "Hydropsychepellucidulla" 171199 32.036 24.27 7 3692.994 581 705 589.606 369.7 85.132 0.158 767.71 5484542 26 1.643 2.545
"474" "Hydropsychepellucidulla" 169653 41.622 28.012 10 4466.832 563 686 616.739 350.244 109.212 0.107 702.881 7061291 35 1.034 0.351
"475" "Hydropsychepellucidulla" 169547 40.124 25.021 21 3912.901 723 794 857.944 251.618 56.79 0.139 995.605 6802868 33 1.279 1.191
"476" "Hydropsychepellucidulla" 167828 34.547 26.516 7 3788.727 938 449 832.719 256.612 163.756 0.147 942.046 5797993 29 1.355 1.408
"477" "Hydropsychepellucidulla" 167031 34.039 26.177 6 3889.379 542 918 839.434 253.35 63.05 0.139 957.165 5685648 29 1.334 1.46
"478" "Hydropsychepellucidulla" 166424 34.946 26.254 7 3832.492 391 970 848.123 249.843 83.333 0.142 970.033 5815810 30 1.305 1.345
"479" "Hydropsychepellucidulla" 165539 32.223 23.707 7 3499.105 676 700 587.012 359.057 154.741 0.17 744.748 5334082 27 1.658 2.787
"480" "Hydropsychepellucidulla" 165384 37.885 25.08 23 3584.987 907 558 845.049 249.185 29.115 0.162 963.033 6265539 31 1.383 1.52
"481" "Hydropsychepellucidulla" 164784 38.329 27.184 8 4071.102 539 740 605.495 346.509 70.781 0.125 754.47 6315943 32 1.156 0.756
"482" "Hydropsychepellucidulla" 162192 37.486 27.213 9 4335.653 604 611 607.818 339.755 138.735 0.108 702.855 6079911 30 1.214 0.822
"483" "Hydropsychepellucidulla" 157393 36.725 27.08 7 4628.121 689 736 673.929 297.359 37.479 0.092 881.281 5780299 30 1.216 0.866
"484" "Hydropsychepellucidulla" 157008 37.285 26.825 8 4222.548 484 709 617.656 323.657 91.15 0.111 709.159 5854018 31 1.204 0.92
"485" "Hydropsychepellucidulla" 155865 37.137 26.965 8 4601.016 688 763 719.88 275.676 124.314 0.093 943.781 5788404 30 1.208 0.842
"486" "Hydropsychepellucidulla" 150134 38.511 27.937 13 4133.335 671 616 535.822 356.753 27.134 0.11 686.368 5781736 29 1.186 0.529
"487" "Hydropsychepellucidulla" 148946 37.803 27.833 12 4115.033 657 619 532.02 356.46 27.608 0.111 676.735 5630540 28 1.211 0.614
"488" "Hydropsychepellucidulla" 147504 37.932 27.35 13 4143.369 604 596 532.043 352.994 43.659 0.108 690.976 5595103 29 1.247 0.715
"489" "Hydropsychepellucidulla" 146719 38.78 27.642 15 4116.558 602 673 550.741 339.195 50.598 0.109 691.344 5689699 29 1.22 0.636
"490" "Hydropsychepellucidulla" 134966 35.689 25.697 21 3735.899 586 515 563.513 304.951 33.415 0.122 687.267 4816832 27 1.488 1.501
"491" "Hydropsychepellucidulla" 134939 35.854 25.928 19 3379.154 684 446 594.699 288.902 12.632 0.149 706.586 4838074 26 1.424 1.273
"492" "Hydropsychepellucidulla" 131194 39.859 25.85 19 3568.804 710 463 567.724 294.23 179.688 0.129 739.497 5229210 31 1.275 0.914
"493" "Hydropsychepellucidulla" 131108 39.65 25.641 22 3562.703 703 484 560.58 297.784 176.962 0.13 734.929 5198369 31 1.354 1.1
"494" "Hydropsychepellucidulla" 130800 39.562 26.321 15 3269.791 728 485 546.012 305.011 162.978 0.154 730.551 5174669 30 1.212 0.633
"495" "Hydropsychepellucidulla" 130472 32.963 25.891 15 3764.745 474 658 561.296 295.962 118.882 0.116 706.186 4300805 23 1.586 1.773
"496" "Hydropsychepellucidulla" 130433 41.167 25.168 24 3593.639 493 748 553.603 299.985 108.935 0.127 750.323 5369490 33 1.274 0.977
"497" "Hydropsychepellucidulla" 130307 35.247 26.879 15 3942.502 594 499 547.581 302.991 40.044 0.105 697.433 4592917 25 1.453 1.228
"498" "Hydropsychepellucidulla" 129991 34.783 26.47 16 3673.164 518 598 566.662 292.078 123.347 0.121 704.643 4521480 25 1.428 1.251
"499" "Hydropsychepellucidulla" 129821 38.696 26.545 17 3414.277 685 455 524.139 315.362 3.937 0.14 709.73 5023595 29 1.283 0.794
"500" "Hydropsychepellucidulla" 128364 39.936 26.078 19 3500.259 704 442 532.373 306.999 0.721 0.132 729.195 5126352 30 1.291 0.839
"501" "Hydropsychepellucidulla" 126111 37.155 25.959 20 3667.674 501 613 551.115 291.354 61.499 0.118 699.477 4685697 28 1.481 1.334
"502" "Hydropsychepellucidulla" 81565 62.609 20.568 62 2404.331 440 413 430.927 240.996 146.947 0.177 492.91 5106688 62 0.515 0.473
